COVERED CALL WRITES: CASH

Column Headings:
  Symb:    underlying symbol
  Stk:     closing price of underlying
  Opt:     option base symbol
  StrkMn   strike (numeric) and Month (alpha) of written option
  Call:    bid price of call being sold
  RIUC:    Raw Return, if unchanged, cash
  ARIUC:   Annualized Return, if unchanged, cash
  RIEC:    Raw Return, if exercised, cash
  ARIEC:   Annualized Return, if exercised, cash
  DBEC:    Downside breakeven point, cash
  UBEC:    UPSIDE breakeven point, cash
            i.e., the point above which stock outperforms covered write
  %DBE:    Percent distance from Stk price down to DBEC
  %UBE:    Percent distance from Stk price UP to UBEC
  PrDBE:   Prob. of CLOSING above DBE at expiration
  PrRIE:   Prob. of CLOSING above Striking Price at expiration
            i.e., Prob. of stock being called away
  PrUBE:   Prob. of CLOSING above UBE at expiration
  ERTN:    Raw EXPECTED Return, cash
  AERTNC:  Annualized EXPECTED Return, cash
  Invt:    Investment for cash covered write
  IVF:     Implied Volatility Factor
           = 100*(IV this option/avg IV for this stock - 1)
           => large positive numbers are most expensive options
NOTE: all returns and investment assume 5 cent commission on stock & option

  While we endeavor to make our data reliable, errors are always possible.
  Therefore, make sure you check the actual price of the option with a price
    quotation system or with your broker before actually entering an order.
  If the returns from the covered write look "too good," be suspicous.
  It is likely, in that case, that some data is in error.
  McMillan Analysis Corp. is not responsible for errors in this data,
    nor is it liable for losses incurred due to errors in this report.
  Accuracy and completeness are not guaranteed.

Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
XPOF     15.13  Jan'26 7.5    8.40    9.1    8.3    9.1    8.3   6.83  15.75  0.55  0.04    88    85    48     5.3     4.8   6.83    32/   40
BYD      74.95  Mar  65      11.40    2.0    7.6    2.0    7.6  63.65  76.25  0.15  0.02    88    84    45     1.1     4.0  63.65    34/   34
SE      116.47  May  90      31.60    5.9   13.9    5.9   13.9  84.97 121.45  0.27  0.04    88    83    44     3.9     9.3  84.97    35/    3
MAGS     56.62  Jun  47      11.50    3.8    7.4    3.8    7.4  45.22  58.35  0.20  0.03    88    83    44     2.4     4.7  45.22    51/   32
SPXC    155.53  Jun  115     44.60    3.5    6.8    3.5    6.8 111.03 159.45  0.29  0.03    88    85    47     1.8     3.5 111.03    27/   93
HD      416.98  Jan  390     30.50    0.9    9.1    0.9    9.1 386.58 420.35  0.07  0.01    88    85    45     0.4     4.7 386.58    26/   23
THC     136.71  Dec'25 92.5  50.80    7.5    7.4    7.5    7.4  86.01 143.15  0.37  0.05    88    84    45     4.9     4.8  86.01    31/   42
VGT     640.43  May  575     85.50    3.6    8.5    3.6    8.5 555.03 660.35  0.13  0.03    88    81    40     2.5     6.0 555.03    39/   10
BRKB    457.90  Feb  425     39.05    1.4    7.5    1.4    7.5 418.95 463.90  0.09  0.01    88    84    43     0.9     4.7 418.95    42/   42
MCD     296.60  Mar  270     31.70    1.9    7.0    1.9    7.0 265.00 301.55  0.11  0.02    88    84    43     1.2     4.3 265.00    36/   64
CDNS    306.75  Sep  230     90.70    6.4    8.3    6.4    8.3 216.15 320.55  0.30  0.04    88    83    44     4.2     5.5 216.15    34/   64
CYBR    313.36  Jul  230     94.50    5.0    8.4    5.0    8.4 218.96 324.35  0.30  0.04    88    85    45     3.1     5.2 218.96    33/   30
AFRM     70.70  Feb  50      22.30    3.0   15.6    3.0   15.6  48.50  72.15  0.31  0.02    88    86    47     1.2     6.1  48.50    11/   18
CRM     354.31  Feb  310     49.40    1.6    8.4    1.6    8.4 305.01 359.25  0.14  0.01    88    85    46     0.8     4.2 305.01    -5/   45
TEAM    278.65  Jan+ 240     44.50    2.4   18.1    2.4   18.1 234.25 284.35  0.16  0.02    88    84    45     1.4    10.7 234.25    35/   16
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
UAL      95.11  Feb  75      22.15    2.6   13.5    2.6   13.5  73.06  97.00  0.23  0.02    88    85    47     1.2     6.2  73.06    21/   85
ARGX    607.20  Dec'25 400  232.00    6.6    6.5    6.6    6.5 375.30 631.85  0.38  0.04    88    84    46     4.0     3.9 375.30    27/   51
FIVE    103.95  Jan'26 60    49.20    9.3    8.5    9.3    8.5  54.85 109.05  0.47  0.05    88    84    47     5.8     5.3  54.85    -1/   67
INSP    187.83  Dec'25 110   89.00   11.1   11.0   11.1   11.0  98.93 198.85  0.47  0.06    88    83    46     7.3     7.2  98.93    24/   71
RDDT    172.65  Feb  125     51.70    3.2   16.8    3.2   16.8 121.05 176.55  0.30  0.02    88    86    47     1.5     7.9 121.05    15/   52
CDNS    306.75  Jun  240     77.30    4.5    8.7    4.5    8.7 229.55 317.15  0.25  0.03    88    84    45     2.8     5.5 229.55    33/   64
MCK     576.24  Feb  510     73.30    1.4    7.2    1.4    7.2 503.04 583.15  0.13  0.01    88    86    46     0.7     3.6 503.04    41/   85
FOUR    101.85  Jan'26 65    42.50    9.3    8.5    9.3    8.5  59.45 107.35  0.42  0.05    88    84    45     6.3     5.7  59.45    27/    8
BROS     52.06  Jan'26 32.5  22.70   10.1    9.3   10.1    9.3  29.46  55.05  0.43  0.06    88    84    45     7.0     6.4  29.46    43/   43
ILMN    143.87  Jan'26 95    57.20    9.4    8.6    9.4    8.6  86.77 152.05  0.40  0.06    88    83    45     6.3     5.8  86.77    32/   47
REGN    731.30  Feb  625    117.30    1.8    9.2    1.8    9.2 614.10 742.15  0.16  0.01    88    85    46     0.8     4.2 614.10    36/   89
CDNS    306.75  Jan'26 220  103.60    8.2    7.5    8.2    7.5 203.25 323.45  0.34  0.05    88    82    44     5.5     5.0 203.25    35/   64
MCHP     59.93  May  45      16.60    3.5    8.3    3.5    8.3  43.43  61.45  0.28  0.03    88    86    46     1.9     4.5  43.43    23/   87
IGV     105.77  Feb  96      11.10    1.2    6.5    1.2    6.5  94.77 106.95  0.10  0.01    88    85    45     0.6     3.2  94.77    30/    6
URI     778.82  Mar  660    135.00    2.5    9.3    2.5    9.3 643.92 794.85  0.17  0.02    88    84    45     1.4     5.1 643.92    27/    5
AXP     302.14  Jan  280     24.75    0.9    9.2    0.9    9.2 277.49 304.60  0.08  0.01    88    85    46     0.4     4.1 277.49    17/   45
TEAM    278.65  Jun  210     81.30    6.3   12.2    6.3   12.2 197.45 291.15  0.29  0.04    88    84    44     4.3     8.2 197.45    31/   16
INOD     34.50  Jan'26 12.5  23.60   13.2   12.1   13.2   12.1  11.00  35.95  0.68  0.04    88    85    48     8.2     7.5  11.00     6/   61
INOD     34.50  May  18      17.70    6.2   14.7    6.2   14.7  16.90  35.55  0.51  0.03    88    86    48     3.1     7.4  16.90     8/   61
INMD     18.26  Jun  13       5.90    3.9    7.6    3.9    7.6  12.46  18.75  0.32  0.03    88    85    47     2.0     3.8  12.46    42/    9
ILMN    143.87  Jan  125     20.60    1.3   13.4    1.3   13.4 123.37 145.45  0.14  0.01    88    86    47     0.5     5.7 123.37    21/   47
TEAM    278.65  Jan'26 190  109.20   12.0   11.0   12.0   11.0 169.55 299.05  0.39  0.07    88    82    43     8.7     7.9 169.55    36/   16
INMD     18.26  Jan'27 10    10.00   19.0    9.1   19.0    9.1   8.36  19.85  0.54  0.09    88    82    45    13.9     6.7   8.36    83/    9
CDNS    306.75  May  245     70.10    3.5    8.2    3.5    8.2 236.75 314.95  0.23  0.03    88    84    45     2.0     4.7 236.75    29/   64
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
AX       79.62  Jul  55      26.80    3.8    6.5    3.8    6.5  52.92  81.65  0.34  0.03    88    86    47     1.9     3.2  52.92    25/   50
AX       79.62  Apr  60      21.30    2.6    7.6    2.6    7.6  58.42  81.15  0.27  0.02    88    86    47     1.1     3.3  58.42    34/   50
NCLH     26.80  Apr  20       7.50    2.8    8.3    2.8    8.3  19.40  27.35  0.28  0.02    88    86    47     1.3     3.8  19.40    69/   12
BRKB    457.90  Jun  410     62.70    3.7    7.2    3.7    7.2 395.30 472.55  0.14  0.03    88    82    40     2.6     5.1 395.30    58/   42
VAL      43.57  May  30      14.90    4.1    9.7    4.1    9.7  28.77  44.75  0.34  0.03    88    86    47     2.2     5.1  28.77    24/   67
DOCU     94.40  Jun  72.5    24.50    3.5    6.8    3.5    6.8  70.00  96.85  0.26  0.03    88    86    46     2.0     3.9  70.00     1/    6
INTU    656.45  Jun  560    123.00    4.9    9.6    4.9    9.6 533.55 682.85  0.19  0.04    88    81    41     3.4     6.5 533.55    29/   16
VUG     423.72  Jun  360     75.50    3.3    6.4    3.3    6.4 348.32 435.35  0.18  0.03    88    84    44     2.1     4.1 348.32    47/   68
DOCU     94.40  Sep  72.5    28.30    9.4   12.3    9.4   12.3  66.20 100.65  0.30  0.07    88    81    42     6.7     8.8  66.20     6/    6
HUBS    721.86  Jun  570    180.80    5.3   10.3    5.3   10.3 541.16 750.65  0.25  0.04    88    83    44     3.6     6.9 541.16    31/    1
APO     176.43  Sep  130     52.50    4.8    6.2    4.8    6.2 124.03 182.35  0.30  0.03    88    85    46     2.9     3.8 124.03    11/   52
INTU    656.45  Apr  570    102.50    2.9    8.4    2.9    8.4 554.05 672.35  0.16  0.02    88    83    43     1.8     5.2 554.05    24/   16
URBN     52.44  Jun  40      14.40    4.7    9.2    4.7    9.2  38.14  54.25  0.27  0.03    88    84    45     2.8     5.4  38.14    11/   10
INTU    656.45  Mar  580     92.30    2.8   10.4    2.8   10.4 564.25 672.15  0.14  0.02    88    83    43     1.8     6.7 564.25    23/   16
RCL     245.17  Jun  185     67.20    3.9    7.5    3.9    7.5 178.07 252.05  0.27  0.03    88    85    46     2.1     4.1 178.07    33/   23
TECL     99.30  Apr  71      31.40    4.3   12.7    4.3   12.7  68.00 102.25  0.32  0.03    88    85    46     2.3     6.6  68.00    29/   24
TECL     99.30  Mar  73      28.60    3.0   11.3    3.0   11.3  70.80 101.45  0.29  0.02    88    85    47     1.3     5.0  70.80    21/   24
TECL     99.30  Apr  70      32.20    4.1   11.9    4.1   11.9  67.20 102.05  0.32  0.03    88    86    47     2.2     6.4  67.20    24/   24
FOUR    101.85  Sep  70      36.80    7.4    9.6    7.4    9.6  65.15 106.65  0.36  0.05    88    84    45     4.8     6.3  65.15    24/    8
AMBC     13.40  May  10       4.00    4.7   11.2    4.7   11.2   9.50  13.85  0.29  0.03    88    84    46     2.7     6.4   9.50    16/   99
MS      127.40  Apr  110     20.10    2.4    6.9    2.4    6.9 107.40 129.95  0.16  0.02    88    84    45     1.3     3.9 107.40    22/   61
AFRM     70.70  Mar  47.5    25.30    4.3   16.0    4.3   16.0  45.50  72.65  0.36  0.03    88    85    47     2.0     7.5  45.50    14/   18
ARGX    607.20  Feb  500    115.50    1.7    8.6    1.7    8.6 491.80 615.35  0.19  0.01    88    86    47     0.6     3.3 491.80    24/   51
ROOT     76.29  Mar  45      34.10    6.3   23.4    6.3   23.4  42.29  78.95  0.45  0.03    88    86    47     3.6    13.3  42.29    23/   55
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
INSP    187.83  Feb  145     46.70    2.6   13.7    2.6   13.7 141.23 191.55  0.25  0.02    88    86    47     1.2     6.5 141.23    22/   71
INSP    187.83  May  130     64.90    5.6   13.3    5.6   13.3 123.03 194.75  0.34  0.04    88    85    46     3.4     8.1 123.03    22/   71
FOUR    101.85  Apr  77.5    26.40    2.5    7.3    2.5    7.3  75.55 103.75  0.26  0.02    88    86    47     1.1     3.2  75.55    19/    8
UAL      95.11  Jan  80      16.35    1.4   14.4    1.4   14.4  78.86  96.20  0.17  0.01    88    86    47     0.4     4.5  78.86    18/   85
ARGX    607.20  May  460    165.00    4.0    9.5    4.0    9.5 442.30 624.85  0.27  0.03    88    85    46     2.4     5.6 442.30    34/   51
MCK     576.24  Jun  480    112.20    3.4    6.6    3.4    6.6 464.14 592.05  0.19  0.03    88    84    44     2.1     4.0 464.14    44/   85
IBM     230.82  Feb  205     29.40    1.7    8.9    1.7    8.9 201.52 234.25  0.13  0.01    88    85    45     1.0     5.0 201.52    50/   77
WSM     195.63  May  155     47.10    4.3   10.1    4.3   10.1 148.63 201.95  0.24  0.03    88    84    45     2.6     6.2 148.63    17/   47
SWKS     90.98  Jun  70      23.40    3.4    6.5    3.4    6.5  67.68  93.25  0.26  0.02    88    85    46     1.8     3.5  67.68    22/   52
SWKS     90.98  Feb  77.5    15.00    1.8    9.4    1.8    9.4  76.08  92.35  0.16  0.02    88    85    46     0.8     4.4  76.08    23/   52
RL      227.45  Jun  185     50.00    4.2    8.0    4.2    8.0 177.55 234.85  0.22  0.03    88    84    44     2.6     5.1 177.55    19/   56
SYK     374.60  Jun  320     65.30    3.4    6.6    3.4    6.6 309.40 385.15  0.17  0.03    88    84    43     2.3     4.4 309.40    40/   51
IBM     230.82  Mar  200     34.50    1.8    6.7    1.8    6.7 196.42 234.35  0.15  0.02    88    85    46     1.0     3.6 196.42    40/   77
APPF    259.18  Jul  185     82.00    4.3    7.3    4.3    7.3 177.28 266.85  0.32  0.03    88    85    46     2.4     4.1 177.28    22/   24
FLUT    277.71  Jan'27 185  118.50   16.1    7.7   16.1    7.7 159.31 303.35  0.43  0.09    88    80    43    11.8     5.6 159.31    33/   13
FND     110.47  Aug  75      38.80    4.4    6.6    4.4    6.6  71.77 113.65  0.35  0.03    88    85    47     2.3     3.4  71.77    26/   42
NVDA    134.25  Jan+ 115     20.85    1.3   11.1    1.3   11.1 113.50 135.70  0.15  0.01    88    86    47     0.4     3.5 113.50    14/   17
XPO     156.30  Jan'27 75    89.00   11.2    5.4   11.2    5.4  67.40 163.85  0.57  0.05    88    85    47     7.0     3.3  67.40    21/   98
FLUT    277.71  Jun  220     67.60    4.6    8.9    4.6    8.9 210.21 287.45  0.24  0.04    88    84    44     3.0     5.7 210.21    24/   13
ICE     155.58  Jun  140     20.30    3.4    6.5    3.4    6.5 135.38 160.15  0.13  0.03    88    81    40     2.3     4.5 135.38    32/   12
CCL      25.90  Apr  19       7.55    2.7    7.9    2.7    7.9  18.45  26.40  0.29  0.02    88    86    47     1.1     3.3  18.45    13/   48
WSM     195.63  Sep  145     61.00    7.6    9.9    7.6    9.9 134.73 205.85  0.31  0.05    88    83    44     5.2     6.7 134.73    24/   47
NVDA    134.25  Mar  108     30.85    4.3   16.0    4.3   16.0 103.50 138.70  0.23  0.03    88    84    44     2.7    10.1 103.50    36/   17
IBIT     57.91  Jan  47      11.80    1.6   16.7    1.6   16.7  46.21  58.65  0.20  0.01    88    86    47     0.5     5.6  46.21     0/   11
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
MSFT    447.27  Apr  400     58.80    2.9    8.6    2.9    8.6 388.57 458.65  0.13  0.03    88    82    42     1.9     5.7 388.57    43/    4
AYI     317.74  Jan  280     41.00    1.1   11.7    1.1   11.7 276.84 320.85  0.13  0.01    88    86    47     0.4     4.5 276.84    40/   51
AMAT    169.35  Feb  145     28.25    2.7   13.8    2.7   13.8 141.20 173.10  0.17  0.02    88    84    44     1.5     8.1 141.20    31/   37
IBIT     57.91  May  39      21.70    7.3   17.2    7.3   17.2  36.31  60.55  0.37  0.05    88    84    46     4.6    10.9  36.31     0/   11
FN      247.86  Jul  170     88.90    6.8   11.5    6.8   11.5 159.06 258.75  0.36  0.04    88    84    46     4.2     7.1 159.06    21/   83
NVDA    134.25  Feb  110     27.00    2.4   12.6    2.4   12.6 107.35 136.85  0.20  0.02    88    86    46     1.3     6.7 107.35    22/   17
RL      227.45  Jan'26 170   69.00    7.2    6.6    7.2    6.6 158.55 238.85  0.30  0.05    88    83    44     4.9     4.5 158.55    22/   56
IBKR    179.49  Jan'26 130   57.40    6.4    5.8    6.4    5.8 122.19 187.25  0.32  0.04    88    83    45     4.0     3.6 122.19    31/   67
IBKR    179.49  Jan'27 115   76.30   11.3    5.4   11.3    5.4 103.29 191.15  0.42  0.06    88    83    45     8.0     3.8 103.29    37/   67
BTC      45.11  Mar  31      15.10    2.8   10.4    2.8   10.4  30.11  45.95  0.33  0.02    88    86    48     0.9     3.3  30.11     4/   33
WDC      65.12  Apr  50      17.00    3.6   10.5    3.6   10.5  48.22  66.85  0.26  0.03    88    84    46     1.9     5.5  48.22    24/   67
FN      247.86  Apr  185     70.50    4.2   12.3    4.2   12.3 177.46 255.35  0.28  0.03    88    84    46     2.3     6.8 177.46    18/   83
IESC    245.15  Apr  155     96.00    3.8   11.2    3.8   11.2 149.25 250.85  0.39  0.02    88    86    48     1.6     4.8 149.25    15/   72
HWM     113.43  Apr  95      20.60    2.2    6.3    2.2    6.3  92.93 115.45  0.18  0.02    88    85    46     1.1     3.3  92.93    35/   42
URI     778.82  Jan+ 690     99.00    1.5   11.0    1.5   11.0 679.92 788.85  0.13  0.01    88    85    46     0.7     5.5 679.92    28/    5
CYBR    313.36  May  240     82.50    3.9    9.2    3.9    9.2 230.96 322.35  0.26  0.03    88    85    46     2.3     5.5 230.96    35/   30
MSCI    625.10  Mar  560     78.00    2.3    8.7    2.3    8.7 547.20 637.85  0.12  0.02    88    83    43     1.5     5.4 547.20    38/    8
IESC    245.15  Jul  135    118.00    6.1   10.2    6.1   10.2 127.25 252.85  0.48  0.03    88    86    48     3.2     5.4 127.25    15/   72
IESC    245.15  Jun  140    112.50    5.4   10.5    5.4   10.5 132.75 252.35  0.46  0.03    88    86    48     2.8     5.3 132.75    15/   72
TCOM     72.55  Jan'26 45    30.90    7.7    7.0    7.7    7.0  41.75  75.75  0.42  0.04    88    85    46     4.7     4.3  41.75    28/   66
BROS     52.06  Apr  40      14.00    4.7   13.7    4.7   13.7  38.16  53.85  0.27  0.03    88    84    45     2.9     8.3  38.16    44/   43
CRWD    368.02  Mar  300     77.25    3.1   11.6    3.1   11.6 290.87 377.10  0.21  0.02    88    85    45     1.8     6.8 290.87    17/   15
CDNS    306.75  Jan'27 200  133.50   15.3    7.3   15.3    7.3 173.35 333.35  0.43  0.09    88    81    43    11.0     5.3 173.35    39/   64
MSCI    625.10  Jun  540    107.00    4.2    8.1    4.2    8.1 518.20 646.85  0.17  0.03    88    82    42     2.9     5.6 518.20    43/    8
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
HWM     113.43  Jan'26 85    34.00    6.8    6.2    6.8    6.2  79.53 118.85  0.30  0.05    88    83    44     4.6     4.2  79.53    49/   42
AIT     262.07  May  210     57.50    2.6    6.1    2.6    6.1 204.67 267.35  0.22  0.02    88    86    46     1.3     3.1 204.67    33/   67
RGEN    156.41  Dec'25 90    72.50    7.1    7.0    7.1    7.0  84.01 162.35  0.46  0.04    88    86    47     4.2     4.1  84.01    20/   55
WSM     195.63  Feb  165     33.40    1.6    8.4    1.6    8.4 162.33 198.25  0.17  0.01    88    86    47     0.7     3.5 162.33    -1/   47
VOO     555.61  Jul  530     48.00    4.4    7.4    4.4    7.4 507.71 577.85  0.09  0.04    88    73    31     3.2     5.4 507.71    53/   18
ICUI    161.64  May  120     47.10    4.6   11.0    4.6   11.0 114.64 166.95  0.29  0.03    88    84    46     2.6     6.2 114.64    18/   49
VOO     555.61  Dec'25 530   63.00    7.6    7.4    7.6    7.4 492.71 592.85  0.11  0.07    88    68    26     5.6     5.5 492.71    65/   18
AXSM     90.10  Jan  65      26.60    2.1   22.1    2.1   22.1  63.60  91.45  0.29  0.01    88    87    48     0.6     6.2  63.60    41/   95
SYNA     79.46  Jun  55      26.60    3.8    7.3    3.8    7.3  52.96  81.45  0.33  0.03    88    86    47     1.8     3.5  52.96    22/   33
SVIX     29.46  Jan  25       5.00    1.6   16.6    1.6   16.6  24.56  29.85  0.17  0.01    88    86    47     0.7     6.9  24.56    49/    4
MSFT    447.27  Jan+ 415     35.70    0.8    6.9    0.8    6.9 411.67 450.55  0.08  0.01    88    86    46     0.4     3.2 411.67    34/    4
IDXX    432.10  Dec'25 310  139.00    5.7    5.6    5.7    5.6 293.20 448.85  0.32  0.04    88    85    45     3.6     3.5 293.20    45/    3
RMD     238.52  Jan'26 175   76.50    7.9    7.2    7.9    7.2 162.12 251.35  0.32  0.05    88    83    44     5.4     4.9 162.12    32/   47
AAPL    248.13  Apr  225     30.35    3.2    9.5    3.2    9.5 217.88 255.20  0.12  0.03    88    81    40     2.2     6.5 217.88    43/    8
IDCC    194.36  Mar  155     43.10    2.4    8.8    2.4    8.8 151.36 197.95  0.22  0.02    88    86    47     1.2     4.3 151.36    26/   93
ZBRA    403.59  May  330     84.00    3.2    7.6    3.2    7.6 319.69 413.85  0.21  0.03    88    85    45     1.9     4.6 319.69    45/    3
VOO     555.61  Apr  530     38.10    2.4    7.0    2.4    7.0 517.61 567.95  0.07  0.02    88    79    36     1.8     5.1 517.61    44/   18
RMD     238.52  Jan'27 160  100.50   15.8    7.6   15.8    7.6 138.12 260.35  0.42  0.09    88    81    42    11.8     5.6 138.12    41/   47
NFLX    918.87  Feb  815    126.85    2.9   15.0    2.9   15.0 792.12 941.70  0.14  0.02    88    83    42     1.9    10.0 792.12    43/   17
BX      188.42  May  155     37.65    2.7    6.4    2.7    6.4 150.87 192.50  0.20  0.02    88    85    45     1.5     3.7 150.87    26/   18
CRH      97.92  Mar  85      14.90    2.2    8.2    2.2    8.2  83.12  99.75  0.15  0.02    88    84    45     1.2     4.5  83.12    23/   20
FTAI    131.72  Jan'26 80    58.00    8.3    7.6    8.3    7.6  73.82 137.85  0.44  0.05    88    84    46     5.2     4.8  73.82    23/   78
QCOM    158.53  Jan+ 140     20.20    1.1    9.5    1.1    9.5 138.43 160.05  0.13  0.01    88    86    47     0.4     3.3 138.43    16/   51
QCOM    158.53  Feb  135     26.00    1.7    9.1    1.7    9.1 132.63 160.85  0.16  0.01    88    86    46     0.8     4.3 132.63    27/   51
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
ABT     113.38  May  100     15.95    2.5    5.9    2.5    5.9  97.53 115.80  0.14  0.02    88    83    44     1.5     3.6  97.53    53/   26
COIN    310.58  Jan  240     74.90    1.8   18.4    1.8   18.4 235.78 314.75  0.24  0.01    88    87    48     0.5     5.6 235.78    -6/   33
MAR     287.08  Jan  270     19.80    1.0   10.0    1.0   10.0 267.38 289.65  0.07  0.01    88    85    44     0.6     5.7 267.38    13/   10
VGT     640.43  Feb  590     59.00    1.4    7.5    1.4    7.5 581.53 648.85  0.09  0.01    88    84    44     0.9     4.6 581.53    24/   10
TGT     134.52  Feb  120     16.30    1.4    7.2    1.4    7.2 118.32 136.15  0.12  0.01    88    85    46     0.7     3.7 118.32     0/   24
BE       25.59  Feb  18       8.40    3.8   19.9    3.8   19.9  17.29  26.25  0.32  0.03    88    85    47     1.8     9.2  17.29    15/   82
IT      508.46  Dec'25 420  119.00    7.8    7.7    7.8    7.7 389.56 538.85  0.23  0.06    88    80    40     5.7     5.6 389.56    47/    2
IT      508.46  Jun  440     87.00    4.4    8.4    4.4    8.4 421.56 526.85  0.17  0.04    88    82    41     3.0     5.8 421.56    41/    2
CROX    111.72  Jun  85      32.40    7.0   13.4    7.0   13.4  79.42 117.25  0.29  0.05    88    83    43     4.7     9.1  79.42    36/   20
MPWR    608.44  Feb  480    137.10    1.8    9.4    1.8    9.4 471.44 616.95  0.23  0.01    88    86    47     0.6     3.1 471.44    24/   81
MPWR    608.44  Mar  460    160.10    2.6    9.6    2.6    9.6 448.44 619.95  0.26  0.02    88    86    47     1.1     4.3 448.44    24/   81
MSI     469.79  Feb  420     55.20    1.3    6.6    1.3    6.6 414.69 475.05  0.12  0.01    88    86    46     0.6     3.3 414.69    28/   56
ISRG    539.58  Jan+ 490     55.50    1.2   10.4    1.2   10.4 484.18 545.35  0.10  0.01    88    85    45     0.6     5.0 484.18    56/    9
WDAY    273.67  Mar  230     49.10    2.4    8.8    2.4    8.8 224.67 278.95  0.18  0.02    88    85    45     1.3     5.0 224.67     9/   27
WDAY    273.67  Jun  220     64.00    4.9    9.4    4.9    9.4 209.77 283.85  0.23  0.04    88    83    44     3.1     6.0 209.77    15/   27
WDAY    273.67  Sep  210     76.90    6.6    8.7    6.6    8.7 196.87 286.75  0.28  0.05    88    83    43     4.5     5.9 196.87    18/   27
SPYG     90.40  Jun  79      13.60    2.7    5.1    2.7    5.1  76.90  92.45  0.15  0.02    88    84    44     1.7     3.2  76.90    51/   59
MPWR    608.44  Jun  420    209.20    5.2   10.0    5.2   10.0 399.34 629.05  0.34  0.03    88    85    46     3.0     5.8 399.34    26/   81
BWA      34.05  May  27.5     7.50    3.0    7.1    3.0    7.1  26.65  34.85  0.22  0.02    88    85    45     1.7     4.1  26.65    39/   27
FTAI    131.72  Jan'27 65    73.00   10.4    5.0   10.4    5.0  58.82 137.85  0.55  0.05    88    85    47     6.6     3.1  58.82    23/   78
S        23.91  Mar  19       5.60    2.9   10.9    2.9   10.9  18.41  24.45  0.23  0.02    88    85    46     1.6     5.8  18.41    -1/    0
HRI     207.81  Dec'25 130   85.00    5.7    5.6    5.7    5.6 122.91 214.85  0.41  0.03    88    86    47     3.2     3.2 122.91    23/   24
QLD     116.88  Jan'26 86    38.00    8.8    8.1    8.8    8.1  78.98 123.85  0.32  0.06    88    82    43     6.1     5.6  78.98    47/   14
QLD     116.88  Jan'26 85    38.50    8.2    7.5    8.2    7.5  78.48 123.35  0.33  0.06    88    83    44     5.7     5.2  78.48    46/   14
Symb     Stk    Opt  StrkMn   Call   RIUC  ARIUC   RIEC  ARIEC   DBEC   UBEC  %DBE  %UBE PrDBE PrRIE PrUBE    ERTN  AERTNC   Invt    IVF  iv%
W        52.29  May  35      19.60    6.6   15.6    6.6   15.6  32.79  54.45  0.37  0.04    88    85    46     4.1     9.6  32.79    23/    9
SBUX     97.42  Mar  85      14.40    2.2    8.2    2.2    8.2  83.12  99.25  0.15  0.02    88    84    45     1.3     4.7  83.12    35/   42
VST     144.89  Feb  110     37.80    2.6   13.4    2.6   13.4 107.19 147.65  0.26  0.02    88    86    47     1.1     5.9 107.19    17/   87
CEG     239.07  Mar  185     58.70    2.5    9.2    2.5    9.2 180.47 243.55  0.25  0.02    88    86    47     1.1     3.9 180.47    21/   74
WIX     219.61  Nov  145     84.50    7.2    7.7    7.2    7.7 135.21 229.35  0.38  0.04    88    85    46     4.6     4.9 135.21    30/   19
WIX     219.61  Dec'25 145   85.60    8.1    8.0    8.1    8.0 134.11 230.45  0.39  0.05    88    84    45     5.2     5.1 134.11    27/   19
ULTA    424.11  Mar  360     74.20    2.8   10.6    2.8   10.6 350.01 434.05  0.17  0.02    88    85    44     1.8     6.6 350.01     0/   49
HOG      32.59  Feb  28       5.30    2.0   10.7    2.0   10.7  27.39  33.15  0.16  0.02    88    85    45     1.1     5.8  27.39    33/    9
HLT     252.76  Jun  210     50.30    3.6    7.0    3.6    7.0 202.56 260.15  0.20  0.03    88    83    44     2.2     4.3 202.56    50/    4
NFLX    918.87  Jan  835     91.60    0.9    9.6    0.9    9.6 827.37 926.45  0.10  0.01    88    86    46     0.4     4.0 827.37    19/   17
